company_name,customer_id,Sum of discount,Sum of item_id,Sum of list_price,order_date,Sum of order_id,product_id,Sum of quantity,required_date,shipped_date,staff_id,status_name,store_id
collected_in_store,43,0.1,5,919.99,29042018,1601,180,1,29042018,NULL,8,Pending,3
collected_in_store,43,0.07,3,269.99,29042018,1601,220,2,29042018,NULL,8,Pending,3
collected_in_store,45,0.1,2,832.99,07042017,826,36,1,10042017,10042017,6,Completed,2
collected_in_store,45,0.2,1,869.99,07042017,826,45,2,10042017,10042017,6,Completed,2
collected_in_store,71,0.05,1,1632.99,22012018,1360,31,1,25012018,24012018,6,Completed,2
collected_in_store,81,0.2,1,529.99,29012017,679,15,2,30012017,30012017,3,Completed,1
collected_in_store,81,0.05,2,149.99,29012017,679,83,2,30012017,30012017,3,Completed,1
collected_in_store,89,0.2,1,319.99,21042018,1567,279,1,21042018,NULL,2,Processing,1
collected_in_store,98,0.2,3,999.99,23042016,190,3,2,25042016,25042016,6,Completed,2
collected_in_store,98,0.2,2,529.99,23042016,190,15,1,25042016,25042016,6,Completed,2
collected_in_store,98,0.05,1,549.99,23042016,190,24,1,25042016,25042016,6,Completed,2
collected_in_store,106,0.1,3,549.99,17082017,1066,12,1,20082017,19082017,7,Completed,2
collected_in_store,106,0.05,1,529.99,17082017,1066,15,2,20082017,19082017,7,Completed,2
collected_in_store,106,0.1,2,1409.99,17082017,1066,46,1,20082017,19082017,7,Completed,2
collected_in_store,107,0.07,2,2899.99,06062016,258,4,1,07062016,07062016,7,Completed,2
collected_in_store,107,0.05,1,1799.99,06062016,258,8,2,07062016,07062016,7,Completed,2
collected_in_store,107,0.05,4,449,06062016,258,18,1,07062016,07062016,7,Completed,2
collected_in_store,107,0.07,3,449,06062016,258,19,1,07062016,07062016,7,Completed,2
collected_in_store,117,0.05,1,269.99,11042016,173,14,1,14042016,13042016,8,Completed,3
collected_in_store,117,0.2,2,599.99,11042016,173,16,1,14042016,13042016,8,Completed,3
collected_in_store,117,0.05,3,599.99,11042016,173,20,2,14042016,13042016,8,Completed,3
collected_in_store,123,0.07,5,999.99,01072018,1605,29,1,01072018,NULL,8,Rejected,3
collected_in_store,123,0.1,1,619.99,01072018,1605,72,1,01072018,NULL,8,Rejected,3
collected_in_store,123,0.1,3,1499.99,01072018,1605,132,2,01072018,NULL,8,Rejected,3
collected_in_store,123,0.2,2,4499.99,01072018,1605,186,1,01072018,NULL,8,Rejected,3
collected_in_store,123,0.1,4,899.99,01072018,1605,301,1,01072018,NULL,8,Rejected,3
collected_in_store,124,0.1,1,469.99,23042018,1574,127,1,23042018,NULL,2,Pending,1
collected_in_store,131,0.07,2,1680.99,21122016,618,11,1,22122016,22122016,6,Completed,2
collected_in_store,131,0.1,1,429,21122016,618,17,2,22122016,22122016,6,Completed,2
collected_in_store,136,0.2,3,2499.99,28122018,1615,182,1,28122018,NULL,8,Rejected,3
collected_in_store,136,0.2,1,2299.99,28122018,1615,197,2,28122018,NULL,8,Rejected,3
collected_in_store,136,0.07,2,899.99,28122018,1615,214,1,28122018,NULL,8,Rejected,3
collected_in_store,153,0.2,4,269.99,01042017,810,22,1,01042017,NULL,8,Rejected,3
collected_in_store,153,0.05,3,5499.99,01042017,810,56,1,01042017,NULL,8,Rejected,3
collected_in_store,153,0.2,2,489.99,01042017,810,100,1,01042017,NULL,8,Rejected,3
collected_in_store,153,0.05,1,551.99,01042017,810,103,2,01042017,NULL,8,Rejected,3
collected_in_store,178,0.05,1,999.99,24112016,572,3,1,26112016,26112016,6,Completed,2
collected_in_store,178,0.2,3,1680.99,24112016,572,11,2,26112016,26112016,6,Completed,2
collected_in_store,178,0.1,2,269.99,24112016,572,13,2,26112016,26112016,6,Completed,2
collected_in_store,191,0.2,2,149.99,24042018,1580,86,2,24042018,NULL,2,Processing,1
collected_in_store,191,0.07,1,469.99,24042018,1580,119,2,24042018,NULL,2,Processing,1
collected_in_store,227,0.1,4,2899.99,01122017,1277,4,1,04122017,02122017,6,Completed,2
collected_in_store,227,0.1,3,2999.99,01122017,1277,9,2,04122017,02122017,6,Completed,2
collected_in_store,227,0.2,5,1680.99,01122017,1277,11,1,04122017,02122017,6,Completed,2
collected_in_store,227,0.2,1,5499.99,01122017,1277,56,2,04122017,02122017,6,Completed,2
collected_in_store,227,0.05,2,209.99,01122017,1277,93,2,04122017,02122017,6,Completed,2
collected_in_store,236,0.1,2,3999.99,21012016,33,7,1,22012016,22012016,6,Completed,2
collected_in_store,236,0.07,1,299.99,21012016,33,23,2,22012016,22012016,6,Completed,2
collected_in_store,247,0.07,1,5299.99,15012018,1347,43,2,18012018,18012018,2,Completed,1
collected_in_store,247,0.05,2,749.99,15012018,1347,53,1,18012018,18012018,2,Completed,1
collected_in_store,262,0.1,4,469.99,04122017,1285,6,1,07122017,07122017,7,Completed,2
collected_in_store,262,0.2,3,416.99,04122017,1285,69,2,07122017,07122017,7,Completed,2
collected_in_store,262,0.07,1,647.99,04122017,1285,78,2,07122017,07122017,7,Completed,2
collected_in_store,262,0.1,2,209.99,04122017,1285,93,1,07122017,07122017,7,Completed,2
collected_in_store,293,0.1,1,2999.99,03032018,1414,162,2,05032018,06032018,7,Completed,2
collected_in_store,293,0.05,2,369.99,03032018,1414,292,2,05032018,06032018,7,Completed,2
collected_in_store,304,0.07,1,269.99,02102016,478,21,2,05102016,03102016,7,Completed,2
collected_in_store,307,0.1,2,2999.99,17052016,225,9,1,20052016,19052016,3,Completed,1
collected_in_store,307,0.1,1,269.99,17052016,225,21,1,20052016,19052016,3,Completed,1
collected_in_store,317,0.07,2,529.99,20022016,84,15,2,22022016,21022016,7,Completed,2
collected_in_store,317,0.07,1,299.99,20022016,84,23,2,22022016,21022016,7,Completed,2
collected_in_store,325,0.05,1,999.99,12082017,1056,3,1,15082017,13082017,7,Completed,2
collected_in_store,343,0.1,1,1799.99,02022017,688,8,1,03022017,05022017,7,Completed,2
collected_in_store,343,0.05,2,189.99,02022017,688,88,1,03022017,05022017,7,Completed,2
collected_in_store,344,0.2,2,429,20012017,663,17,2,22012017,23012017,3,Completed,1
collected_in_store,344,0.05,1,1469.99,20012017,663,41,2,22012017,23012017,3,Completed,1
collected_in_store,344,0.07,4,416.99,20012017,663,71,1,22012017,23012017,3,Completed,1
collected_in_store,344,0.05,3,249.99,20012017,663,94,1,22012017,23012017,3,Completed,1
collected_in_store,344,0.2,5,449.99,20012017,663,106,1,22012017,23012017,3,Completed,1
collected_in_store,366,0.1,2,2999.99,27032016,145,9,2,29032016,30032016,6,Completed,2
collected_in_store,366,0.2,1,1680.99,27032016,145,11,1,29032016,30032016,6,Completed,2
collected_in_store,414,0.1,1,999.99,23022016,90,3,1,25022016,24022016,7,Completed,2
collected_in_store,414,0.07,2,469.99,23022016,90,6,1,25022016,24022016,7,Completed,2
collected_in_store,427,0.1,1,3499.99,29012018,1373,63,1,31012018,31012018,9,Completed,3
collected_in_store,462,0.2,3,2699.99,06112017,1233,55,1,07112017,08112017,6,Completed,2
collected_in_store,462,0.1,2,4999.99,06112017,1233,61,2,07112017,08112017,6,Completed,2
collected_in_store,462,0.2,1,189.99,06112017,1233,87,2,07112017,08112017,6,Completed,2
collected_in_store,471,0.05,1,599.99,10032016,116,26,1,11032016,11032016,7,Completed,2
collected_in_store,484,0.07,3,2899.99,17032016,127,4,2,18032016,19032016,8,Completed,3
collected_in_store,484,0.07,1,429,17032016,127,17,1,18032016,19032016,8,Completed,3
collected_in_store,484,0.1,2,599.99,17032016,127,20,1,18032016,19032016,8,Completed,3
collected_in_store,494,0.1,1,299.99,15092017,1127,23,2,16092017,16092017,7,Completed,2
collected_in_store,494,0.2,3,379.99,15092017,1127,37,1,16092017,16092017,7,Completed,2
collected_in_store,494,0.07,2,349.99,15092017,1127,96,2,16092017,16092017,7,Completed,2
collected_in_store,550,0.07,1,529.99,06012017,639,15,1,07012017,07012017,6,Completed,2
collected_in_store,550,0.1,4,4999.99,06012017,639,61,2,07012017,07012017,6,Completed,2
collected_in_store,550,0.05,3,619.99,06012017,639,72,1,07012017,07012017,6,Completed,2
collected_in_store,550,0.05,2,749.99,06012017,639,73,1,07012017,07012017,6,Completed,2
collected_in_store,575,0.1,3,1320.99,21092016,450,5,1,24092016,23092016,7,Completed,2
collected_in_store,575,0.07,2,549.99,21092016,450,12,1,24092016,23092016,7,Completed,2
collected_in_store,575,0.05,1,549.99,21092016,450,24,1,24092016,23092016,7,Completed,2
collected_in_store,576,0.07,2,3999.99,22082016,390,7,2,24082016,25082016,9,Completed,3
collected_in_store,576,0.05,3,2999.99,22082016,390,9,1,24082016,25082016,9,Completed,3
collected_in_store,576,0.05,1,299.99,22082016,390,23,1,24082016,25082016,9,Completed,3
collected_in_store,581,0.07,4,2999.99,30112016,580,9,2,02122016,02122016,3,Completed,1
collected_in_store,581,0.07,2,529.99,30112016,580,15,1,02122016,02122016,3,Completed,1
collected_in_store,581,0.2,1,599.99,30112016,580,16,2,02122016,02122016,3,Completed,1
collected_in_store,581,0.2,5,449,30112016,580,19,1,02122016,02122016,3,Completed,1
collected_in_store,581,0.2,3,269.99,30112016,580,21,2,02122016,02122016,3,Completed,1
collected_in_store,588,0.05,2,269.99,26072017,1027,14,2,28072017,28072017,6,Completed,2
collected_in_store,588,0.1,1,299.99,26072017,1027,95,2,28072017,28072017,6,Completed,2
collected_in_store,598,0.1,2,4999.99,13092017,1123,61,2,14092017,14092017,7,Completed,2
collected_in_store,598,0.07,1,346.99,13092017,1123,65,2,14092017,14092017,7,Completed,2
collected_in_store,602,0.2,1,499.99,17082017,1071,25,2,20082017,18082017,8,Completed,3
collected_in_store,603,0.2,1,999.99,31082016,405,3,2,01092016,01092016,6,Completed,2
collected_in_store,603,0.1,2,1549,31082016,405,10,2,01092016,01092016,6,Completed,2
collected_in_store,603,0.07,3,269.99,31082016,405,14,2,01092016,01092016,6,Completed,2
collected_in_store,609,0.2,4,599.99,23052017,905,20,1,26052017,24052017,6,Completed,2
collected_in_store,609,0.2,3,2299.99,23052017,905,42,2,26052017,24052017,6,Completed,2
collected_in_store,609,0.05,2,3499.99,23052017,905,62,2,26052017,24052017,6,Completed,2
collected_in_store,609,0.1,1,250.99,23052017,905,67,1,26052017,24052017,6,Completed,2
collected_in_store,640,0.05,1,469.99,01052016,198,6,2,04052016,03052016,6,Completed,2
collected_in_store,640,0.2,3,1799.99,01052016,198,8,2,04052016,03052016,6,Completed,2
collected_in_store,640,0.05,4,269.99,01052016,198,13,2,04052016,03052016,6,Completed,2
collected_in_store,640,0.05,5,429,01052016,198,17,1,04052016,03052016,6,Completed,2
collected_in_store,640,0.07,2,599.99,01052016,198,20,2,04052016,03052016,6,Completed,2
collected_in_store,652,0.07,1,346.99,02102017,1165,65,2,03102017,05102017,7,Completed,2
collected_in_store,652,0.07,2,449.99,02102017,1165,68,1,03102017,05102017,7,Completed,2
collected_in_store,682,0.2,1,2999.99,10062016,265,9,2,12062016,11062016,7,Completed,2
collected_in_store,694,0.07,2,449,27022017,737,19,2,01032017,28022017,6,Completed,2
collected_in_store,694,0.2,4,469.99,27022017,737,34,1,01032017,28022017,6,Completed,2
collected_in_store,694,0.05,1,875.99,27022017,737,52,1,01032017,28022017,6,Completed,2
collected_in_store,694,0.07,3,799.99,27022017,737,77,2,01032017,28022017,6,Completed,2
collected_in_store,759,0.1,2,749.99,31102016,536,2,1,02112016,01112016,3,Completed,1
collected_in_store,759,0.05,3,549.99,31102016,536,12,2,02112016,01112016,3,Completed,1
collected_in_store,759,0.07,4,269.99,31102016,536,14,1,02112016,01112016,3,Completed,1
collected_in_store,759,0.1,1,269.99,31102016,536,22,1,02112016,01112016,3,Completed,1
collected_in_store,777,0.1,1,999.99,08082017,1048,3,2,10082017,09082017,7,Completed,2
collected_in_store,777,0.1,2,379.99,08082017,1048,37,1,10082017,09082017,7,Completed,2
collected_in_store,777,0.05,3,249.99,08082017,1048,94,1,10082017,09082017,7,Completed,2
collected_in_store,792,0.2,1,529.99,04122016,583,15,2,05122016,07122016,7,Completed,2
collected_in_store,817,0.1,3,549.99,29102016,532,12,1,31102016,30102016,7,Completed,2
collected_in_store,817,0.2,2,599.99,29102016,532,16,2,31102016,30102016,7,Completed,2
collected_in_store,817,0.07,1,429,29102016,532,17,2,31102016,30102016,7,Completed,2
collected_in_store,820,0.05,1,319.99,17032018,1446,227,1,18032018,18032018,6,Completed,2
collected_in_store,820,0.05,2,639.99,17032018,1446,233,2,18032018,18032018,6,Completed,2
collected_in_store,820,0.05,3,899.99,17032018,1446,234,2,18032018,18032018,6,Completed,2
collected_in_store,831,0.07,2,3999.99,14102016,506,7,1,16102016,16102016,6,Completed,2
collected_in_store,831,0.1,1,499.99,14102016,506,25,1,16102016,16102016,6,Completed,2
collected_in_store,834,0.07,2,269.99,11082016,363,14,1,12082016,13082016,8,Completed,3
collected_in_store,834,0.1,3,529.99,11082016,363,15,1,12082016,13082016,8,Completed,3
collected_in_store,834,0.2,4,599.99,11082016,363,20,1,12082016,13082016,8,Completed,3
collected_in_store,834,0.1,1,269.99,11082016,363,21,2,12082016,13082016,8,Completed,3
collected_in_store,835,0.1,2,529.99,29102016,535,15,1,31102016,01112016,9,Completed,3
collected_in_store,835,0.1,3,269.99,29102016,535,22,2,31102016,01112016,9,Completed,3
collected_in_store,835,0.05,1,549.99,29102016,535,24,1,31102016,01112016,9,Completed,3
collected_in_store,839,0.05,2,429,03032018,1415,17,1,04032018,05032018,7,Completed,2
collected_in_store,839,0.07,1,1632.99,03032018,1415,31,2,04032018,05032018,7,Completed,2
collected_in_store,839,0.05,4,659.99,03032018,1415,245,1,04032018,05032018,7,Completed,2
collected_in_store,839,0.1,3,249.99,03032018,1415,264,2,04032018,05032018,7,Completed,2
collected_in_store,847,0.07,1,449.99,07012017,642,68,2,09012017,10012017,7,Completed,2
collected_in_store,856,0.05,1,1999.99,15022018,1396,57,1,18022018,16022018,7,Completed,2
collected_in_store,856,0.2,2,2199.99,15022018,1396,181,1,18022018,16022018,7,Completed,2
collected_in_store,864,0.05,1,299.99,19022017,724,23,1,22022017,21022017,6,Completed,2
collected_in_store,864,0.2,4,2699.99,19022017,724,55,1,22022017,21022017,6,Completed,2
collected_in_store,864,0.2,2,599.99,19022017,724,75,1,22022017,21022017,6,Completed,2
collected_in_store,864,0.05,3,489.99,19022017,724,102,1,22022017,21022017,6,Completed,2
collected_in_store,866,0.05,1,549.99,08022018,1385,24,2,11022018,09022018,9,Completed,3
collected_in_store,866,0.1,3,1499.99,08022018,1385,39,2,11022018,09022018,9,Completed,3
collected_in_store,866,0.05,4,1499.99,08022018,1385,135,1,11022018,09022018,9,Completed,3
collected_in_store,866,0.07,2,1799.99,08022018,1385,145,1,11022018,09022018,9,Completed,3
collected_in_store,875,0.1,1,299.99,09102016,494,23,1,10102016,11102016,6,Completed,2
collected_in_store,915,0.05,2,469.99,11072017,996,32,1,12072017,12072017,2,Completed,1
collected_in_store,915,0.05,1,449.99,11072017,996,68,2,12072017,12072017,2,Completed,1
collected_in_store,935,0.2,1,599.99,27112017,1272,16,2,29112017,30112017,6,Completed,2
collected_in_store,935,0.1,2,416.99,27112017,1272,71,2,29112017,30112017,6,Completed,2
collected_in_store,935,0.07,3,149.99,27112017,1272,86,1,29112017,30112017,6,Completed,2
collected_in_store,966,0.07,2,1499.99,30052017,920,39,2,01062017,02062017,7,Completed,2
collected_in_store,966,0.05,1,299.99,30052017,920,76,1,01062017,02062017,7,Completed,2
collected_in_store,966,0.05,3,647.99,30052017,920,78,1,01062017,02062017,7,Completed,2
collected_in_store,966,0.07,4,761.99,30052017,920,80,2,01062017,02062017,7,Completed,2
collected_in_store,979,0.1,1,1320.99,27012016,41,5,1,30012016,29012016,6,Completed,2
collected_in_store,979,0.2,2,449,27012016,41,19,2,30012016,29012016,6,Completed,2
collected_in_store,979,0.2,3,599.99,27012016,41,26,2,30012016,29012016,6,Completed,2
collected_in_store,982,0.05,1,469.99,15032018,1441,6,1,16032018,18032018,8,Completed,3
collected_in_store,982,0.07,3,1409.99,15032018,1441,46,1,16032018,18032018,8,Completed,3
collected_in_store,982,0.2,2,699.99,15032018,1441,242,2,16032018,18032018,8,Completed,3
collected_in_store,994,0.1,2,469.99,08082016,361,6,2,09082016,11082016,6,Completed,2
collected_in_store,994,0.1,3,1680.99,08082016,361,11,1,09082016,11082016,6,Completed,2
collected_in_store,994,0.05,1,549.99,08082016,361,24,2,09082016,11082016,6,Completed,2
collected_in_store,1008,0.05,2,659.99,21012018,1359,82,1,22012018,22012018,9,Completed,3
collected_in_store,1008,0.05,1,279.99,21012018,1359,282,1,22012018,22012018,9,Completed,3
collected_in_store,1009,0.1,1,349.99,02092017,1106,96,1,04092017,04092017,6,Completed,2
collected_in_store,1032,0.1,2,2899.99,09122016,603,4,1,10122016,10122016,7,Completed,2
collected_in_store,1032,0.07,1,549.99,09122016,603,12,1,10122016,10122016,7,Completed,2
collected_in_store,1064,0.07,2,539.99,16072017,1009,44,1,19072017,19072017,8,Completed,3
collected_in_store,1064,0.07,1,299.99,16072017,1009,95,2,19072017,19072017,8,Completed,3
collected_in_store,1081,0.1,2,1320.99,04022017,691,5,2,06022017,06022017,7,Completed,2
collected_in_store,1081,0.2,4,599.99,04022017,691,20,1,06022017,06022017,7,Completed,2
collected_in_store,1081,0.05,1,299.99,04022017,691,23,2,06022017,06022017,7,Completed,2
collected_in_store,1081,0.2,3,2699.99,04022017,691,55,2,06022017,06022017,7,Completed,2
collected_in_store,1083,0.1,2,919.99,02012018,1328,129,2,03012018,03012018,6,Completed,2
collected_in_store,1083,0.07,3,319.99,02012018,1328,228,1,03012018,03012018,6,Completed,2
collected_in_store,1083,0.07,1,749.99,02012018,1328,241,1,03012018,03012018,6,Completed,2
collected_in_store,1083,0.1,5,599.99,02012018,1328,247,1,03012018,03012018,6,Completed,2
collected_in_store,1083,0.1,4,749.99,02012018,1328,311,1,03012018,03012018,6,Completed,2
collected_in_store,1084,0.05,2,4999.99,22012018,1361,153,1,24012018,23012018,7,Completed,2
collected_in_store,1084,0.2,3,1349,22012018,1361,163,2,24012018,23012018,7,Completed,2
collected_in_store,1084,0.07,1,749.99,22012018,1361,307,2,24012018,23012018,7,Completed,2
collected_in_store,1086,0.2,1,1632.99,19082017,1080,31,1,20082017,20082017,7,Completed,2
collected_in_store,1086,0.2,4,469.99,19082017,1080,32,2,20082017,20082017,7,Completed,2
collected_in_store,1086,0.1,2,4999.99,19082017,1080,40,1,20082017,20082017,7,Completed,2
collected_in_store,1086,0.05,3,5999.99,19082017,1080,50,1,20082017,20082017,7,Completed,2
collected_in_store,1086,0.05,5,149.99,19082017,1080,86,1,20082017,20082017,7,Completed,2
collected_in_store,1100,0.1,4,3499.99,07092017,1115,49,2,09092017,09092017,6,Completed,2
collected_in_store,1100,0.07,2,5999.99,07092017,1115,50,2,09092017,09092017,6,Completed,2
collected_in_store,1100,0.07,3,349.99,07092017,1115,91,2,09092017,09092017,6,Completed,2
collected_in_store,1100,0.2,1,349.99,07092017,1115,97,2,09092017,09092017,6,Completed,2
collected_in_store,1101,0.07,2,499.99,22032018,1462,25,1,24032018,24032018,6,Completed,2
collected_in_store,1101,0.1,3,529.99,22032018,1462,223,1,24032018,24032018,6,Completed,2
collected_in_store,1101,0.05,5,2999.99,22032018,1462,251,1,24032018,24032018,6,Completed,2
collected_in_store,1101,0.2,1,89.99,22032018,1462,263,1,24032018,24032018,6,Completed,2
collected_in_store,1101,0.1,4,369.99,22032018,1462,294,1,24032018,24032018,6,Completed,2
collected_in_store,1105,0.05,2,875.99,28032017,803,52,2,31032017,30032017,8,Completed,3
collected_in_store,1105,0.05,4,149.99,28032017,803,83,2,31032017,30032017,8,Completed,3
collected_in_store,1105,0.07,3,489.99,28032017,803,102,1,31032017,30032017,8,Completed,3
collected_in_store,1105,0.07,1,470.99,28032017,803,111,1,31032017,30032017,8,Completed,3
collected_in_store,1143,0.05,2,429,06032017,756,17,2,07032017,09032017,6,Completed,2
collected_in_store,1143,0.1,1,489.99,06032017,756,64,1,07032017,09032017,6,Completed,2
collected_in_store,1170,0.05,2,416.99,10112017,1241,71,2,12112017,11112017,7,Completed,2
collected_in_store,1170,0.05,1,439.99,10112017,1241,74,1,12112017,11112017,7,Completed,2
collected_in_store,1177,0.07,1,269.99,27042017,861,14,2,29042017,30042017,7,Completed,2
collected_in_store,1177,0.2,2,3499.99,27042017,861,62,1,29042017,30042017,7,Completed,2
collected_in_store,1188,0.1,4,469.99,17112017,1250,6,2,19112017,18112017,6,Completed,2
collected_in_store,1188,0.05,3,599.99,17112017,1250,20,2,19112017,18112017,6,Completed,2
collected_in_store,1188,0.1,2,250.99,17112017,1250,66,2,19112017,18112017,6,Completed,2
collected_in_store,1188,0.05,1,647.99,17112017,1250,78,2,19112017,18112017,6,Completed,2
collected_in_store,1225,0.05,5,1799.99,04082017,1040,8,2,07082017,05082017,2,Completed,1
collected_in_store,1225,0.07,4,999.99,04082017,1040,27,2,07082017,05082017,2,Completed,1
collected_in_store,1225,0.2,2,2499.99,04082017,1040,28,2,07082017,05082017,2,Completed,1
collected_in_store,1225,0.07,3,489.99,04082017,1040,64,1,07082017,05082017,2,Completed,1
collected_in_store,1225,0.1,1,349.99,04082017,1040,97,1,07082017,05082017,2,Completed,1
collected_in_store,1253,0.2,1,749.99,09022016,66,2,1,12022016,12022016,7,Completed,2
collected_in_store,1253,0.07,3,549.99,09022016,66,12,1,12022016,12022016,7,Completed,2
collected_in_store,1253,0.07,2,299.99,09022016,66,23,1,12022016,12022016,7,Completed,2
collected_in_store,1255,0.07,2,469.99,06032016,109,6,1,09032016,09032016,6,Completed,2
collected_in_store,1255,0.1,1,269.99,06032016,109,22,2,09032016,09032016,6,Completed,2
collected_in_store,1256,0.1,1,529.99,02022018,1379,15,1,05022018,05022018,6,Completed,2
collected_in_store,1256,0.1,2,999.99,02022018,1379,118,1,05022018,05022018,6,Completed,2
collected_in_store,1256,0.1,3,89.99,02022018,1379,263,2,05022018,05022018,6,Completed,2
collected_in_store,1270,0.1,1,349.99,07082017,1044,97,2,10082017,08082017,7,Completed,2
collected_in_store,1289,0.05,1,533.99,22102017,1198,105,1,24102017,24102017,7,Completed,2
collected_in_store,1290,0.1,4,549.99,31102017,1221,38,2,02112017,01112017,7,Completed,2
collected_in_store,1290,0.1,3,2299.99,31102017,1221,42,2,02112017,01112017,7,Completed,2
collected_in_store,1290,0.05,2,1099.99,31102017,1221,81,2,02112017,01112017,7,Completed,2
collected_in_store,1290,0.07,5,349.99,31102017,1221,97,2,02112017,01112017,7,Completed,2
collected_in_store,1290,0.05,1,489.99,31102017,1221,100,1,02112017,01112017,7,Completed,2
collected_in_store,1301,0.07,4,1680.99,20062016,278,11,2,23062016,21062016,3,Completed,1
collected_in_store,1301,0.07,3,269.99,20062016,278,13,1,23062016,21062016,3,Completed,1
collected_in_store,1301,0.2,1,599.99,20062016,278,16,1,23062016,21062016,3,Completed,1
collected_in_store,1301,0.07,2,449,20062016,278,19,2,23062016,21062016,3,Completed,1
collected_in_store,1302,0.05,3,749.99,04012017,638,53,2,05012017,06012017,7,Completed,2
collected_in_store,1302,0.2,2,5499.99,04012017,638,56,1,05012017,06012017,7,Completed,2
collected_in_store,1302,0.05,1,551.99,04012017,638,103,1,05012017,06012017,7,Completed,2
collected_in_store,1306,0.1,1,1680.99,04122016,586,11,2,06122016,05122016,6,Completed,2
collected_in_store,1306,0.2,2,299.99,04122016,586,23,2,06122016,05122016,6,Completed,2
collected_in_store,1318,0.05,2,269.99,07122016,594,21,2,08122016,08122016,8,Completed,3
collected_in_store,1318,0.1,1,599.99,07122016,594,26,1,08122016,08122016,8,Completed,3
collected_in_store,1319,0.05,3,449,04042017,818,19,2,07042017,07042017,6,Completed,2
collected_in_store,1319,0.07,2,539.99,04042017,818,44,2,07042017,07042017,6,Completed,2
collected_in_store,1319,0.05,4,1499.99,04042017,818,48,2,07042017,07042017,6,Completed,2
collected_in_store,1319,0.05,1,551.99,04042017,818,103,1,07042017,07042017,6,Completed,2
collected_in_store,1323,0.2,1,250.99,21062017,967,66,1,24062017,24062017,6,Completed,2
collected_in_store,1323,0.05,2,799.99,21062017,967,77,2,24062017,24062017,6,Completed,2
collected_in_store,1323,0.1,3,189.99,21062017,967,87,1,24062017,24062017,6,Completed,2
collected_in_store,1323,0.2,4,551.99,21062017,967,103,1,24062017,24062017,6,Completed,2
collected_in_store,1349,0.05,2,749.99,24092016,457,2,1,27092016,27092016,3,Completed,1
collected_in_store,1349,0.1,3,3999.99,24092016,457,7,2,27092016,27092016,3,Completed,1
collected_in_store,1349,0.2,4,429,24092016,457,17,1,27092016,27092016,3,Completed,1
collected_in_store,1349,0.07,1,549.99,24092016,457,24,2,27092016,27092016,3,Completed,1
collected_in_store,1360,0.1,4,1799.99,20052016,232,8,2,23052016,23052016,3,Completed,1
collected_in_store,1360,0.05,2,1680.99,20052016,232,11,2,23052016,23052016,3,Completed,1
collected_in_store,1360,0.07,1,449,20052016,232,18,1,23052016,23052016,3,Completed,1
collected_in_store,1360,0.07,3,599.99,20052016,232,26,2,23052016,23052016,3,Completed,1
collected_in_store,1377,0.07,2,269.99,03092016,416,14,1,04092016,06092016,7,Completed,2
collected_in_store,1377,0.07,1,269.99,03092016,416,22,1,04092016,06092016,7,Completed,2
collected_in_store,1377,0.1,3,549.99,03092016,416,24,1,04092016,06092016,7,Completed,2
collected_in_store,1403,0.05,3,1549,21062017,968,10,2,23062017,23062017,6,Completed,2
collected_in_store,1403,0.05,2,4999.99,21062017,968,61,2,23062017,23062017,6,Completed,2
